ctype1,status,label,text,text_cleaned,text_splited
OVERDUES,SUCCESS,OVERDUES,您尾号为1111的信用卡已发生逾期。鉴于您未能按时履行还款责任依据有关法律规定及协议约定我行于11111111111扣划您在建设银1111111。（建设银行）,您尾号为1111的信用卡已发生逾期 鉴于您未能按时履行还款责任依据有关法律规定及协议约定我行于11111111111扣划您在建设银1111111 建设银行 ,您 尾号 为 1111 的 信用卡 已 发生 逾期   鉴于 您 未能 按时 履行 还款 责任 依据 有关 法律 规定 及 协议 约定 我行 于 11111111111 扣划 您 在 建设 银 1111111   建设银行  
OVERDUES,SUCCESS,OVERDUES,您尾号1111的龙卡信用卡逾期时间较长我行已停用您的卡片本期账单人民币全额11111.11元最低还款额1111.11元请珍视信用记录并尽快还款。如已还款请忽略。有疑问或需沟通还款事宜请,您尾号1111的龙卡信用卡逾期时间较长我行已停用您的卡片本期账单人民币全额11111 11元最低还款额1111 11元请珍视信用记录并尽快还款 如已还款请忽略 有疑问或需沟通还款事宜请,您 尾号 1111 的 龙卡 信用卡 逾期 时间 较长 我行 已 停用 您 的 卡片 本期 账单 人民币 全额 11111   11 元 最低 还款额 1111   11 元 请 珍视 信用 记录 并 尽快 还款   如 已 还款 请 忽略   有 疑问 或 需 沟通 还款 事宜 请
OVERDUES,SUCCESS,OVERDUES,您尾号1111的龙卡信用卡逾期时间较长我行即将停用您的卡片本期账单人民币全额11111.11元最低还款额1111.11元请珍视信用记录并尽快还款。如已还款请忽略。有疑问或需沟通还款事宜请,您尾号1111的龙卡信用卡逾期时间较长我行即将停用您的卡片本期账单人民币全额11111 11元最低还款额1111 11元请珍视信用记录并尽快还款 如已还款请忽略 有疑问或需沟通还款事宜请,您 尾号 1111 的 龙卡 信用卡 逾期 时间 较长 我行 即将 停用 您 的 卡片 本期 账单 人民币 全额 11111   11 元 最低 还款额 1111   11 元 请 珍视 信用 记录 并 尽快 还款   如 已 还款 请 忽略   有 疑问 或 需 沟通 还款 事宜 请
STAGING,SUCCESS,STAGING,尊敬的南美丹您尾号为1111的龙卡信用卡于11月11日提出11111元的消费分期业务已办理成功每期分期应还款总金额为1111.11元其中分期单期本金1111元分期单期手续费11元。微信关注“中国建设银行”并绑定信用卡查账查额度还款分期轻松搞定。（建设银行）,尊敬的南美丹您尾号为1111的龙卡信用卡于11月11日提出11111元的消费分期业务已办理成功每期分期应还款总金额为1111 11元其中分期单期本金1111元分期单期手续费11元 微信关注 中国建设银行 并绑定信用卡查账查额度还款分期轻松搞定 建设银行 ,尊敬 的 南美 丹 您 尾号 为 1111 的 龙卡 信用卡 于 11 月 11 日 提出 11111 元 的 消费 分期 业务 已 办理 成功 每期 分期 应 还款 总金额 为 1111   11 元 其中 分期 单期 本金 1111 元 分期 单期 手续费 11 元   微信 关注   中国建设银行   并 绑定 信用卡 查账 查 额度 还款 分期 轻松 搞定   建设银行  
LOAN,SUCCESS,LOAN,尊敬的余峰您已成功申请快贷1111元贷款已发放至尾号为1111的储蓄卡有效期11月。您的贷款是建行系统自动审批任何以帮助办理快贷为由向您收费的都是骗子请不要相信请您知晓贷款资金不可用于股票期货金融衍生产品股本权益性投资购买住房以及国家有关法律法规和规章禁止的其他消费与投资行为（建设银行）,尊敬的余峰您已成功申请快贷1111元贷款已发放至尾号为1111的储蓄卡有效期11月 您的贷款是建行系统自动审批任何以帮助办理快贷为由向您收费的都是骗子请不要相信请您知晓贷款资金不可用于股票期货金融衍生产品股本权益性投资购买住房以及国家有关法律法规和规章禁止的其他消费与投资行为 建设银行 ,尊敬 的 余峰 您 已 成功 申请 快贷 1111 元 贷款 已 发放 至 尾号 为 1111 的 储蓄卡 有效期 11 月   您 的 贷款 是 建行 系统 自动 审批 任何 以 帮助 办理 快贷 为 由 向 您 收费 的 都 是 骗子 请 不要 相信 请 您 知晓 贷款 资金 不可 用于 股票 期货 金融 衍生 产品 股本 权益 性 投资 购买 住房 以及 国家有关 法律法规 和 规章 禁止 的 其他 消费 与 投资 行为   建设银行  
OVERDUES,SUCCESS,OVERDUES,您尾号1111的龙卡信用卡逾期时间较长我行已停用您的卡片本期账单美元全额11111.11美元最低还款额1111.11美元请珍视信用记录并尽快还款。如已还款请忽略。有疑问或需沟通还款事宜请,您尾号1111的龙卡信用卡逾期时间较长我行已停用您的卡片本期账单美元全额11111 11美元最低还款额1111 11美元请珍视信用记录并尽快还款 如已还款请忽略 有疑问或需沟通还款事宜请,您 尾号 1111 的 龙卡 信用卡 逾期 时间 较长 我行 已 停用 您 的 卡片 本期 账单 美元 全额 11111   11 美元 最低 还款额 1111   11 美元 请 珍视 信用 记录 并 尽快 还款   如 已 还款 请 忽略   有 疑问 或 需 沟通 还款 事宜 请
OVERDUES,SUCCESS,OVERDUES,您尾号1111的龙卡信用卡逾期时间较长我行即将停用您的卡片本期账单美元全额11111.11美元最低还款额1111.11美元请珍视信用记录并尽快还款。如已还款请忽略。有疑问或需沟通还款事宜请,您尾号1111的龙卡信用卡逾期时间较长我行即将停用您的卡片本期账单美元全额11111 11美元最低还款额1111 11美元请珍视信用记录并尽快还款 如已还款请忽略 有疑问或需沟通还款事宜请,您 尾号 1111 的 龙卡 信用卡 逾期 时间 较长 我行 即将 停用 您 的 卡片 本期 账单 美元 全额 11111   11 美元 最低 还款额 1111   11 美元 请 珍视 信用 记录 并 尽快 还款   如 已 还款 请 忽略   有 疑问 或 需 沟通 还款 事宜 请
STATUS,SUCCESS,STATUS,杨东霞向您尾号1111的账户发起的跨行扣款协议签约成功收款账号中国工商银行11111111111生效日期11111111111（建设银行）,杨东霞向您尾号1111的账户发起的跨行扣款协议签约成功收款账号中国工商银行11111111111生效日期11111111111 建设银行 ,杨东霞 向 您 尾号 1111 的 账户 发起 的 跨行 扣款 协议 签约 成功 收款 账号 中国工商银行 11111111111 生效 日期 11111111111   建设银行  
STATUS,SUCCESS,STATUS,您尾号1111的龙卡信用卡因您在我行预留身份证件已过期于1111年11月11日11时11分消费交易失败。您的账户交易已被暂停请您尽快通过“中国建设银行”手机银行网上银行或全国任一网点更新证件信息。（建设银行）,您尾号1111的龙卡信用卡因您在我行预留身份证件已过期于1111年11月11日11时11分消费交易失败 您的账户交易已被暂停请您尽快通过 中国建设银行 手机银行网上银行或全国任一网点更新证件信息 建设银行 ,您 尾号 1111 的 龙卡 信用卡 因 您 在 我行 预留 身份证件 已过期 于 1111 年 11 月 11 日 11 时 11 分 消费 交易 失败   您 的 账户 交易 已 被 暂停 请 您 尽快 通过   中国建设银行   手机 银行 网上银行 或 全国 任一 网点 更新 证件 信息   建设银行  
BILLREMIND,SUCCESS,BILLREMIND,截至09月28日1631您尾号8970的龙卡信用卡8月人民币账单还需10002.65元还清本期账单若您选择最低还款额还需还款2091.92元到期还款日09月30日。如您已还款请忽略。使用“中国建设银行”手机银行一键办理还款或账单分期赢取10亿好礼。微信关注“龙卡信用卡”输入“手机银行”了解更多详情。（建设银行）,截至09月28日1631您尾号8970的龙卡信用卡8月人民币账单还需10002 65元还清本期账单若您选择最低还款额还需还款2091 92元到期还款日09月30日 如您已还款请忽略 使用 中国建设银行 手机银行一键办理还款或账单分期赢取10亿好礼 微信关注 龙卡信用卡 输入 手机银行 了解更多详情 建设银行 ,截至 09 月 28 日 1631 您 尾号 8970 的 龙卡 信用卡 8 月 人民币 账单 还 需 10002   65 元 还清 本期 账单 若 您 选择 最低 还款额 还 需 还款 2091   92 元 到期 还款 日 09 月 30 日   如 您 已 还款 请 忽略   使用   中国建设银行   手机 银行 一键 办理 还款 或 账单 分期 赢取 10 亿好 礼   微信 关注   龙卡 信用卡   输入   手机 银行   了解 更 多 详情   建设银行  
LOAN,SUCCESS,LOAN,尊敬的陈朝霞您在河北建行申请的贷款账号尾号为5113的个人消费额度贷款（通贷账户）已于2017年01月03日发放期限12月还款方式为一次还本付息还款法请按时还款以保持您良好的信用记录.详情咨询95533.如您联系方式有变更请及时通知我们谢谢（建设银行）,尊敬的陈朝霞您在河北建行申请的贷款账号尾号为5113的个人消费额度贷款 通贷账户 已于2017年01月03日发放期限12月还款方式为一次还本付息还款法请按时还款以保持您良好的信用记录 详情咨询95533 如您联系方式有变更请及时通知我们谢谢 建设银行 ,尊敬 的 陈 朝霞 您 在 河北 建行 申请 的 贷款 账号 尾号 为 5113 的 个人消费 额度 贷款   通贷 账户   已于 2017 年 01 月 03 日 发放 期限 12 月 还款 方式 为 一次 还本付息 还款法 请 按时 还款 以 保持 您 良好 的 信用 记录   详情 咨询 95533   如 您 联系方式 有 变更 请 及时 通知 我们 谢谢   建设银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的李青骏您在深圳建行贷款账号尾号8470的贷款已于2017年01月01日成功扣款本次归还本息5179.74元贷款余额789315.47元请于每月1日前存足款项以保持良好的信用记录.详情咨询95533.（建设银行）,尊敬的李青骏您在深圳建行贷款账号尾号8470的贷款已于2017年01月01日成功扣款本次归还本息5179 74元贷款余额789315 47元请于每月1日前存足款项以保持良好的信用记录 详情咨询95533 建设银行 ,尊敬 的 李青骏 您 在 深圳 建行 贷款 账号 尾号 8470 的 贷款 已于 2017 年 01 月 01 日 成功 扣款 本次 归还 本息 5179   74 元 贷款 余额 789315   47 元 请 于 每月 1 日前 存足 款项 以 保持良好 的 信用 记录   详情 咨询 95533   建设银行  
LOAN,SUCCESS,LOAN,尊敬的吴国豪您在广东建行申请的个人住房贷款已于2017年01月01日发放期限360月还款方式为等额本息还款法每期还款额为2406.49请于每月2017年02月01日之前存足款项以保持您良好的信用记录.详情咨询95533.如您联系方式有变更请及时通知我们谢谢（建设银行）,尊敬的吴国豪您在广东建行申请的个人住房贷款已于2017年01月01日发放期限360月还款方式为等额本息还款法每期还款额为2406 49请于每月2017年02月01日之前存足款项以保持您良好的信用记录 详情咨询95533 如您联系方式有变更请及时通知我们谢谢 建设银行 ,尊敬 的 吴国 豪 您 在 广东 建行 申请 的 个人 住房贷款 已于 2017 年 01 月 01 日 发放 期限 360 月 还款 方式 为 等额 本息 还款法 每期 还款额 为 2406   49 请于 每月 2017 年 02 月 01 日 之前 存足 款项 以 保持 您 良好 的 信用 记录   详情 咨询 95533   如 您 联系方式 有 变更 请 及时 通知 我们 谢谢   建设银行  
OVERDUES,SUCCESS,OVERDUES,尊敬的客户您尾号1870的龙卡信用卡逾期时间已超过180天请尽快还款。如已还款或与建行达成协议请忽略此信息。如有疑问请,尊敬的客户您尾号1870的龙卡信用卡逾期时间已超过180天请尽快还款 如已还款或与建行达成协议请忽略此信息 如有疑问请,尊敬 的 客户 您 尾号 1870 的 龙卡 信用卡 逾期 时间 已 超过 180 天请 尽快 还款   如 已 还款 或 与 建行 达成协议 请 忽略 此 信息   如 有 疑问请
OVERDUES,SUCCESS,OVERDUES,尊敬的卓仙云您在河南建行贷款账号尾号为1637的贷款截止2017年07月02日已形成贷款逾期拖欠金额1560.16元请尽快还款。我行将按规定向金融信用信息基础数据库提供您的不良信息等相关信息。如您已还款以上信息仅供参考。如您联系方式有变更请及时通知我们详情咨询95533.谢谢（建设银行）,尊敬的卓仙云您在河南建行贷款账号尾号为1637的贷款截止2017年07月02日已形成贷款逾期拖欠金额1560 16元请尽快还款 我行将按规定向金融信用信息基础数据库提供您的不良信息等相关信息 如您已还款以上信息仅供参考 如您联系方式有变更请及时通知我们详情咨询95533 谢谢 建设银行 ,尊敬 的 卓仙云 您 在 河南 建行 贷款 账号 尾号 为 1637 的 贷款 截止 2017 年 07 月 02 日 已 形成 贷款 逾期 拖欠 金额 1560   16 元 请 尽快 还款   我行 将 按规定 向 金融 信用 信息 基础 数据库 提供 您 的 不良信息 等 相关 信息   如 您 已 还款 以上 信息 仅供参考   如 您 联系方式 有 变更 请 及时 通知 我们 详情 咨询 95533   谢谢   建设银行  
OVERDUES,SUCCESS,OVERDUES,尊敬的赖李洁您在建行的贷款截止20170119已拖欠575.45元请尽快还款以免影响您的信用记录.若您已存款请忽略此信息详情咨询95533（建设银行）,尊敬的赖李洁您在建行的贷款截止20170119已拖欠575 45元请尽快还款以免影响您的信用记录 若您已存款请忽略此信息详情咨询95533 建设银行 ,尊敬 的 赖 李洁 您 在 建行 的 贷款 截止 20170119 已 拖欠 575   45 元 请 尽快 还款 以免 影响 您 的 信用 记录   若 您 已 存款 请 忽略 此 信息 详情 咨询 95533   建设银行  
OVERDUES,SUCCESS,OVERDUES,尊敬的闫超您在宁夏建行贷款账号尾号为1751的贷款截止2017年01月01日已拖欠853.96元请尽快还款。我行将按规定向金融信用信息基础数据库提供您的不良信息等相关信息。如您已还款以上信息仅供参考。如您联系方式有变更请及时通知我们详情咨询95533谢谢（建设银行）,尊敬的闫超您在宁夏建行贷款账号尾号为1751的贷款截止2017年01月01日已拖欠853 96元请尽快还款 我行将按规定向金融信用信息基础数据库提供您的不良信息等相关信息 如您已还款以上信息仅供参考 如您联系方式有变更请及时通知我们详情咨询95533谢谢 建设银行 ,尊敬 的 闫超 您 在 宁夏 建行 贷款 账号 尾号 为 1751 的 贷款 截止 2017 年 01 月 01 日 已 拖欠 853   96 元 请 尽快 还款   我行 将 按规定 向 金融 信用 信息 基础 数据库 提供 您 的 不良信息 等 相关 信息   如 您 已 还款 以上 信息 仅供参考   如 您 联系方式 有 变更 请 及时 通知 我们 详情 咨询 95533 谢谢   建设银行  
